12.000000,9.000000,0.000000,0.000000,0.000000,0.000000,20.071240,28.142490,8.071240,20.071240,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,0.379747,0.000000,19.644820,20.186480,7.917750,19.917750,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,0.759494,0.000000,19.217960,20.301200,7.767930,19.767930,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,1.139241,0.000000,18.790680,20.415360,7.621750,19.621750,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,1.518987,0.000000,18.363020,20.528930,7.479190,19.479190,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,1.898734,0.000000,17.934990,20.641840,7.340210,19.340210,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,2.278481,0.000000,17.506640,20.754070,7.204790,19.204790,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,2.658228,0.000000,17.077990,20.865560,7.072890,19.072890,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,3.037975,0.000000,16.649060,20.976280,6.944500,18.944500,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,3.417722,0.000000,16.219900,21.086210,6.819590,18.819590,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,3.797468,0.000000,15.790510,21.195260,6.698160,18.698160,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,4.177215,0.000000,15.360940,21.303420,6.580200,18.580200,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,4.556962,0.000000,14.931210,21.410660,6.465700,18.465700,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,4.936709,0.000000,14.501330,21.320650,6.354660,18.354660,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,5.316456,0.000000,14.071340,20.806770,6.247120,18.247120,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,5.696203,0.000000,13.641250,20.294410,6.143070,18.143070,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,6.075949,0.000000,13.211100,19.783540,6.042570,17.768440,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,6.455696,0.000000,12.780910,19.274160,5.945660,17.154910,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,6.835443,0.000000,12.350690,18.766270,5.852390,16.546130,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,7.215190,0.000000,11.920460,18.259840,5.762850,15.942330,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,7.594937,0.000000,11.490260,17.754870,5.677140,15.343770,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,7.974684,0.000000,11.060100,17.251360,5.595380,14.750740,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,8.354430,0.000000,10.629990,16.749270,5.517720,14.163620,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,8.734177,0.000000,10.199950,16.248600,5.444350,13.582820,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,9.113924,0.000000,9.770010,15.749360,5.375490,13.008850,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,9.493671,0.000000,9.340180,15.251510,5.311400,12.442290,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,9.873418,0.000000,8.910470,14.755050,5.252430,11.883870,20.071240,28.142490,8.071240,20.071240
12.000000,9.000000,0.000000,0.000000,10.253165,0.000000,8.480910,14.259980,5.198960,11.334420,20.071240,28.142490,8.071240,20.071240
